Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,torque,seats,selling_price
Hyundai,Hyundai i20 1.4,2012,120000.0,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5,300000.0
Volkswagen,Volkswagen Vento 1.5,2018,75000.0,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.5,250Nm@ 1500-3000rpm,5,950000.0
Maruti,Maruti Ertiga VDI,2015,90000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7,549000.0
Audi,Audi A3 35,2018,20000.0,Diesel,Individual,Automatic,First Owner,20.38,1968.0,143.0,320Nm@ 1750-3000rpm,5,3000000.0
Toyota,Toyota Innova 2.5,2015,61000.0,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7,1200000.0
Renault,Renault Fluence Diesel,2012,100000.0,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,240Nm@ 2000rpm,5,570000.0
Mahindra,Mahindra Thar CRDe,2017,60000.0,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6,800000.0
Hyundai,Hyundai Verna CRDi,2009,100000.0,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,375000.0
Mahindra,Mahindra Bolero SLX,2009,170000.0,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7,300000.0
Toyota,Toyota Etios G,2013,100000.0,Petrol,Individual,Manual,Second Owner,16.78,1496.0,88.73,132Nm@ 3000rpm,5,350000.0
Mahindra,Mahindra Bolero SLX,2011,120000.0,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7,400000.0
Volkswagen,Volkswagen Polo 1.5,2015,50000.0,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,230Nm@ 1500-2500rpm,5,434999.0
Toyota,Toyota Etios Liva,2012,120000.0,Petrol,Individual,Manual,Second Owner,,,,,,200000.0
Maruti,Maruti Alto 800,2015,25000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5,260000.0
Maruti,Maruti Swift VDI,2013,24019.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190Nm@ 2000rpm,5,450000.0
Hyundai,Hyundai Verna 1.6,2013,80000.0,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5,459999.0
Maruti,Maruti Ritz VDi,2011,100000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5,210000.0
Maruti,Maruti Swift Dzire,2015,93000.0,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,115Nm@ 4000rpm,5,540000.0
Maruti,Maruti Ertiga SHVS,2017,50000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7,710000.0
Maruti,Maruti Alto 800,2018,22000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5,285000.0
Hyundai,Hyundai Creta 1.4,2019,19600.0,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,219.7Nm@ 1500-2750rpm,5,990000.0
Tata,Tata Indigo CS,2017,104000.0,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,100Nm@ 2700rpm,5,362000.0
Ford,Ford EcoSport 1.5,2017,33000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5,880000.0
Mahindra,Mahindra TUV 300,2017,60000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7,700000.0
Mahindra,Mahindra Bolero 2011-2019,2016,60000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9,600000.0
Nissan,Nissan Terrano XL,2015,40000.0,Petrol,Individual,Manual,First Owner,13.24,1598.0,102.5,145Nm@ 3750rpm,5,700000.0
Tata,Tata Tiago 1.05,2016,60000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,140Nm@ 1800-3000rpm,5,400000.0
Hyundai,Hyundai Accent Executive,2010,80000.0,LPG,Individual,Manual,First Owner,13.2,1495.0,93.7,124.5Nm@ 3500rpm,5,165000.0
Toyota,Toyota Innova 2.5,2007,376412.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,350000.0
Maruti,Maruti Ertiga VXI,2014,80000.0,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,130Nm@ 4000rpm,7,425000.0
Hyundai,Hyundai Santro Xing,2012,70000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5,180000.0
Maruti,Maruti Alto K10,2012,90000.0,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5,170000.0
Mahindra,Mahindra Bolero 2011-2019,2014,183000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9,370000.0
Maruti,Maruti Vitara Brezza,2018,27000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5,800000.0
Ford,Ford EcoSport 1.5,2017,35000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5,900000.0
Maruti,Maruti Swift VDI,2013,120000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190Nm@ 2000rpm,5,390000.0
Maruti,Maruti Swift Dzire,2014,80000.0,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,445000.0
Maruti,Maruti Swift Dzire,2014,70000.0,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,459999.0
Maruti,Maruti Wagon R,2013,55000.0,LPG,Individual,Manual,First Owner,14.4,998.0,61.7,85Nm@ 3500rpm,5,275000.0
Maruti,Maruti Ritz VDi,2009,120000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5,200000.0
Maruti,Maruti Swift Dzire,2012,72000.0,Petrol,Individual,Manual,Second Owner,17.5,1197.0,85.8,114Nm@ 4000rpm,5,350000.0
Tata,Tata New Safari,2007,120000.0,Diesel,Individual,Manual,Second Owner,12.0,2092.0,127.0,"20@ 3,750(kgm@ rpm)",7,95000.0
Toyota,Toyota Etios GD,2014,250000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,170Nm@ 1800-2400rpm,5,550000.0
Chevrolet,Chevrolet Tavera Neo,2016,100000.0,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,171Nm@ 1800rpm,9,900000.0
Tata,Tata Sumo Gold,2013,120000.0,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,250Nm@ 1000-2000rpm,7,350000.0
Nissan,Nissan Micra XV,2015,50000.0,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,104Nm@ 4400rpm,5,325000.0
Hyundai,Hyundai Grand i10,2014,32000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5,455999.0
Maruti,Maruti Alto STD,2008,60000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,129000.0
Maruti,Maruti Alto 800,2017,40000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5,254000.0
Ford,Ford Ecosport 1.5,2014,48000.0,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,215Nm@ 1750-2500rpm,5,570000.0
Nissan,Nissan Terrano XL,2018,30000.0,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,200Nm@ 1750rpm,5,840000.0
Tata,Tata New Safari,2010,100000.0,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,320Nm@ 1700-2700rpm,7,235000.0
Mahindra,Mahindra TUV 300,2016,50000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7,700000.0
Hyundai,Hyundai Santro Xing,2010,40000.0,Petrol,Individual,Manual,Second Owner,,,,,,140000.0
Hyundai,Hyundai Grand i10,2018,5000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5,528000.0
Jeep,Jeep Compass 2,2017,12000.0,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,350Nm@ 1750-2500rpm,5,1500000.0
Mahindra,Mahindra Bolero 2011-2019,2016,72000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9,560000.0
Mahindra,Mahindra Bolero 2011-2019,2016,70000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9,600000.0
Chevrolet,Chevrolet Aveo U-VA,2007,50000.0,Petrol,Individual,Manual,Second Owner,15.26,1150.0,74.9,110Nm@ 4400rpm,5,102000.0
Mahindra,Mahindra XUV500 W8,2014,70000.0,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7,750000.0
Chevrolet,Chevrolet Aveo U-VA,2010,70000.0,Petrol,Individual,Manual,Third Owner,14.7,1150.0,76.0,"11.2@ 4,400(kgm@ rpm)",5,148000.0
Maruti,Maruti Baleno Alpha,2015,50000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,115Nm@ 4000rpm,5,650000.0
Volkswagen,Volkswagen Polo Petrol,2012,40000.0,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,110Nm@ 3750rpm,5,310000.0
Hyundai,Hyundai Xcent 1.2,2014,30000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,114Nm@ 4000rpm,5,480000.0
Maruti,Maruti Alto 800,2018,15000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5,320000.0
Honda,Honda City i,2015,40000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,145Nm@ 4600rpm,5,750000.0
Nissan,Nissan Micra Active,2017,40000.0,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,104Nm@ 4000rpm,5,370000.0
Maruti,Maruti Swift ZXI,2013,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197.0,85.8,114Nm@ 4000rpm,5,320000.0
Maruti,Maruti Swift ZXI,2013,67000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,114Nm@ 4000rpm,5,420000.0
Maruti,Maruti Swift Dzire,2010,60000.0,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,114Nm@ 4000rpm,5,240000.0
Datsun,Datsun RediGO 1,2017,60000.0,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,91Nm@ 4250rpm,5,220000.0
Tata,Tata Tiago 1.2,2016,30000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5,350000.0
Honda,Honda Amaze VX,2018,40000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,200Nm@ 1750rpm,5,675000.0
Toyota,Toyota Etios Cross,2016,50000.0,Petrol,Individual,Manual,Second Owner,18.16,1197.0,78.8,104Nm@ 3100rpm,5,434999.0
Honda,Honda CR-V 2.0L,2006,200000.0,Petrol,Individual,Automatic,Third Owner,13.1,1997.0,141.1,190Nm@ 4200rpm,5,125000.0
Mahindra,Mahindra KUV 100,2016,14000.0,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,115Nm@ 3500-3600rpm,6,400000.0
Chevrolet,Chevrolet Tavera Neo,2015,70000.0,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,171Nm@ 1800rpm,9,425000.0
Maruti,Maruti Ritz Genus,2010,94000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,75.0,190 Nm at 2000rpm,5,311000.0
Chevrolet,Chevrolet Tavera Neo,2015,197000.0,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,171Nm@ 1800rpm,10,509999.0
Ford,Ford Figo 1.5D,2015,79000.0,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,215Nm@ 1750-3000rpm,5,530000.0
Skoda,Skoda Octavia Rider,2008,120000.0,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,210 / 1900,5,210000.0
Mahindra,Mahindra Marazzo M2,2019,30000.0,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,300Nm@ 1750-2500rpm,8,977000.0
Maruti,Maruti Wagon R,2018,20000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,440000.0
Maruti,Maruti Wagon R,2018,17000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,440000.0
Hyundai,Hyundai i20 1.2,2018,20000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,655000.0
Renault,Renault KWID RXT,2016,60000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,295000.0
Hyundai,Hyundai i20 1.2,2018,20000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,655000.0
Hyundai,Hyundai Getz 1.1,2007,70000.0,Petrol,Individual,Manual,Third Owner,15.0,1086.0,66.6,"10.4@ 3,200(kgm@ rpm)",5,65000.0
Tata,Tata Hexa XT,2017,150000.0,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7,1200000.0
Tata,Tata Hexa XM,2017,35000.0,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7,1251000.0
Tata,Tata Indigo CS,2010,60000.0,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,140Nm@ 1800-3000rpm,5,200000.0
Hyundai,Hyundai i20 Active,2016,40000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,219.66nm@ 1500-2750rpm,5,750000.0
Maruti,Maruti Wagon R,2018,60000.0,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77Nm@ 3500rpm,5,400000.0
Honda,Honda Amaze E,2017,57000.0,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,109Nm@ 4500rpm,5,475000.0
Tata,Tata Indigo VS,2012,120000.0,Diesel,Individual,Manual,Second Owner,17.8,1405.0,70.0,13.5@ 2500(kgm@ rpm),5,110000.0
Renault,Renault KWID 1,2017,30000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5,350000.0
Maruti,Maruti Swift Dzire,2016,175000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,450000.0
Tata,Tata Indigo LX,2010,90000.0,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,"13.5@ 2,500(kgm@ rpm)",5,150000.0
Tata,Tata Indica V2,2009,110000.0,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,"8.5@ 2,500(kgm@ rpm)",5,80000.0
Hyundai,Hyundai i20 Magna,2015,35000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,430000.0
Toyota,Toyota Innova Crysta,2017,81000.0,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,343Nm@ 1400-2800rpm,7,1450000.0
Chevrolet,Chevrolet Cruze LTZ,2011,100000.0,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,327Nm@ 2600rpm,5,360000.0
Tata,Tata Hexa XTA,2017,60000.0,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7,1445000.0
Honda,Honda City i,2016,60000.0,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5,670000.0
Mercedes-Benz,Mercedes-Benz GLA Class,2016,70000.0,Petrol,Individual,Automatic,First Owner,13.7,1991.0,183.0,300Nm@ 1200-1400rpm,5,2000000.0
Maruti,Maruti Swift 1.3,2010,83000.0,Petrol,Individual,Manual,Second Owner,,,,,,175000.0
Honda,Honda Amaze S,2015,50000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,200Nm@ 1750rpm,5,440000.0
Hyundai,Hyundai i20 1.4,2012,90000.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5,254999.0
Datsun,Datsun GO Plus,2018,65000.0,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,104Nm@ 4000rpm,7,530000.0
Mahindra,Mahindra XUV500 W4,2016,40000.0,Diesel,Individual,Manual,Second Owner,16.0,1997.0,140.0,320Nm@ 1600-2800rpm,7,890000.0
Volkswagen,Volkswagen Polo Diesel,2013,80000.0,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,180Nm@ 2000rpm,5,280000.0
Maruti,Maruti Swift Dzire,2017,35000.0,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,725000.0
Mahindra,Mahindra TUV 300,2016,30000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7,700000.0
Maruti,Maruti Zen Estilo,2007,70000.0,Petrol,Individual,Manual,First Owner,18.2,998.0,67.1,90Nm@ 3500rpm,5,90000.0
Hyundai,Hyundai i10 Magna,2015,100000.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5,287000.0
Hyundai,Hyundai Creta 1.6,2018,55000.0,Petrol,Individual,Automatic,First Owner,14.8,1591.0,121.3,151NM@ 4850rpm,5,1380000.0
Toyota,Toyota Innova 2.5,2013,80000.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7,750000.0
Hyundai,Hyundai Verna 1.4,2016,40000.0,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,135.3Nm@ 5000rpm,5,650000.0
Maruti,Maruti Wagon R,2013,108916.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,240000.0
Hyundai,Hyundai EON Magna,2013,40000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,290000.0
Hyundai,Hyundai EON Era,2014,80000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,229999.0
Honda,Honda City i,2016,50000.0,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5,1000000.0
Hyundai,Hyundai Santro Xing,2012,90000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5,200000.0
Maruti,Maruti Alto LX,2004,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,90000.0
Hyundai,Hyundai i20 1.4,2012,90000.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5,330000.0
Maruti,Maruti Ritz VDi,2009,70000.0,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5,200000.0
Mahindra,Mahindra KUV 100,2018,31000.0,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6,420000.0
Maruti,Maruti Swift Dzire,2009,120000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5,260000.0
Hyundai,Hyundai i20 Sportz,2016,40000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,590000.0
Maruti,Maruti Swift VDI,2015,180000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,545000.0
Maruti,Maruti Wagon R,2011,90000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,210000.0
Honda,Honda City 2017-2020,2008,110000.0,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,"12.7@ 2,700(kgm@ rpm)",5,185000.0
Maruti,Maruti Wagon R,2006,59000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,125000.0
Hyundai,Hyundai EON Magna,2014,60000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,280000.0
Hyundai,Hyundai Santro Xing,2005,89500.0,Petrol,Individual,Manual,First Owner,,,,,,99000.0
Maruti,Maruti Wagon R,2005,70000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,98000.0
Tata,Tata Indica Vista,2009,190000.0,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,135 Nm at 2500  rpm ,5,100000.0
Mahindra,Mahindra Verito Vibe,2013,180000.0,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,160Nm@ 2000rpm,5,250000.0
Toyota,Toyota Fortuner 3,2010,150000.0,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,343Nm@ 1400-3400rpm,7,750000.0
Chevrolet,Chevrolet Optra Magnum,2007,130000.0,Diesel,Individual,Manual,Second Owner,16.52,1991.0,123.7,305Nm@ 2000rpm,5,160000.0
Hyundai,Hyundai Verna 1.6,2013,120000.0,Diesel,Individual,Automatic,Second Owner,22.32,1582.0,126.3,259.9Nm@ 1900-2750rpm,5,509999.0
Tata,Tata Indica V2,2009,80000.0,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,85Nm@ 2500rpm,5,95000.0
Hyundai,Hyundai Verna 1.6,2014,80000.0,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5,525000.0
Datsun,Datsun RediGO 1,2017,20000.0,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,91Nm@ 4250rpm,5,278000.0
Maruti,Maruti 800 AC,1997,60000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4,50000.0
Volkswagen,Volkswagen Polo Diesel,2011,120000.0,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,180Nm@ 2000rpm,5,254999.0
Maruti,Maruti Swift Dzire,2019,10000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,675000.0
Maruti,Maruti Swift Dzire,2016,147000.0,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5,600000.0
Maruti,Maruti S-Cross 2017-2020,2018,51000.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,200Nm@ 1750rpm,5,950000.0
Honda,Honda City 2017-2020,2007,60000.0,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,"12.7@ 2,700(kgm@ rpm)",5,229999.0
Toyota,Toyota Innova 2.5,2009,220000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,600000.0
Maruti,Maruti Alto 800,2017,20000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5,330000.0
Maruti,Maruti Alto K10,2017,40000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5,350000.0
Volkswagen,Volkswagen Polo 1.2,2016,35000.0,Petrol,Individual,Manual,First Owner,16.2,1199.0,74.0,110Nm@ 3000-4300rpm,5,560000.0
Maruti,Maruti Wagon R,2017,30000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,440000.0
Maruti,Maruti A-Star Vxi,2011,90000.0,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,90Nm@ 3500rpm,5,220000.0
Maruti,Maruti Swift Dzire,2017,110000.0,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5,750000.0
Mahindra,Mahindra XUV500 W6,2015,140000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7,800000.0
Tata,Tata Indica V2,2007,104000.0,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,"8.5@ 2,500(kgm@ rpm)",5,59259.0
Maruti,Maruti Baleno Zeta,2018,9000.0,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,115Nm@ 4000rpm,5,740000.0
Maruti,Maruti Ignis 1.2,2019,19000.0,Petrol,Individual,Automatic,Second Owner,20.89,1197.0,81.8,113Nm@ 4200rpm,5,570000.0
Maruti,Maruti Wagon R,2017,20000.0,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,90Nm@ 3500rpm,5,430000.0
Maruti,Maruti Vitara Brezza,2016,70000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5,800000.0
Hyundai,Hyundai Grand i10,2015,53000.0,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5,450000.0
Maruti,Maruti Swift Dzire,2013,105000.0,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,420000.0
Mahindra,Mahindra Thar DI,2015,16000.0,Diesel,Individual,Manual,First Owner,18.06,2523.0,63.0,182.5Nm@ 1500-1800rpm,7,750000.0
Maruti,Maruti Baleno RS,2019,7200.0,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,150Nm@ 1700-4500rpm,5,780000.0
Volkswagen,Volkswagen Polo Diesel,2011,77000.0,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,180Nm@ 2000rpm,5,320000.0
Mahindra,Mahindra KUV 100,2017,40000.0,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6,690000.0
Maruti,Maruti Swift Dzire,2012,70000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5,375000.0
Ford,Ford Figo 1.2P,2017,50000.0,Petrol,Individual,Manual,First Owner,18.12,1196.0,86.8,112Nm@ 4000rpm,5,620000.0
Hyundai,Hyundai Santro Xing,2015,85000.0,LPG,Individual,Manual,First Owner,13.45,1086.0,62.1,96.1Nm@ 3000rpm,5,300000.0
Maruti,Maruti Eeco 7,2016,58000.0,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,101Nm@ 3000rpm,7,370000.0
Mahindra,Mahindra Thar 4X4,2013,85000.0,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,7,770000.0
Hyundai,Hyundai Xcent 1.2,2014,65000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,113.75Nm@ 4000rpm,5,500000.0
Mahindra,Mahindra KUV 100,2017,120000.0,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6,450000.0
Hyundai,Hyundai Santro Xing,2013,50000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5,195000.0
Maruti,Maruti Wagon R,2018,30000.0,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,90Nm@ 3500rpm,5,472000.0
Maruti,Maruti Alto K10,2014,58000.0,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5,250000.0
