name,Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,seats,selling_price,max_torque,at_rpm
Mahindra XUV500 AT W10 AWD,Mahindra,Mahindra XUV500 AT,2016,91567,Diesel,Individual,Automatic,Third Owner,16.0 kmpl,2179 ,140 ,7.0,1300000,330Nm, 1600-2800rpm
Maruti Celerio VXI,Maruti,Maruti Celerio VXI,2017,50000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 ,67.04 ,5.0,380000,90Nm, 3500rpm
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,Hyundai Grand i10,2017,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 ,81.86 ,5.0,480000,113.75nm, 4000rpm
Maruti Alto 800 LXI,Maruti,Maruti Alto 800,2016,35000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 ,47.3 ,5.0,240000,69Nm, 3500rpm
Hyundai Verna 1.4 VTVT,Hyundai,Hyundai Verna 1.4,2014,33400,Petrol,Individual,Manual,First Owner,17.43 kmpl,1396 ,105.5 ,5.0,500000,135.3Nm, 5000rpm
Maruti Swift LXI Optional-O,Maruti,Maruti Swift LXI,2015,36000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 ,83.11 ,5.0,420000,113Nm, 4200rpm
Ford Figo Diesel ZXI,Ford,Ford Figo Diesel,2011,180000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 ,68 ,5.0,130000,160Nm, 2000rpm
Maruti Alto K10 2010-2014 VXI,Maruti,Maruti Alto K10,2012,80000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 ,67.1 ,5.0,110000,90Nm, 3500rpm
Maruti Alto LX BSIII,Maruti,Maruti Alto LX,2007,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 ,46.3 ,5.0,120000,62Nm, 3000rpm
Maruti Swift Dzire AMT ZDI,Maruti,Maruti Swift Dzire,2017,80000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 ,74.02 ,5.0,700000,190Nm, 2000rpm
Maruti Swift Dzire LDI,Maruti,Maruti Swift Dzire,2018,120000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 ,74.02 ,5.0,550000,190Nm, 2000rpm
Tata Indigo CS LX (TDI) BS-III,Tata,Tata Indigo CS,2014,110000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 ,69.01 ,5.0,190000,135Nm, 2500rpm
Toyota Etios Liva 1.4 VD,Toyota,Toyota Etios Liva,2018,70000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 ,67.04 ,5.0,665000,170Nm, 1800-2400rpm
Mahindra Xylo D4,Mahindra,Mahindra Xylo D4,2014,120000,Diesel,Individual,Manual,Second Owner,14.95 kmpl,2489 ,93.7 ,7.0,445000,218Nm, 1400-2600rpm
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,Hyundai i20 Magna,2012,92686,Diesel,Dealer,Manual,Second Owner,21.9 kmpl,1396 ,88.76 ,5.0,340000,219.6Nm, 1500-2750rpm
Hyundai Sonata 2.0L CRDi MT,Hyundai,Hyundai Sonata 2.0L,2009,180000,Diesel,Individual,Manual,First Owner,13.6 kmpl,1991 ,142 ,5.0,330000,33," 2,000-2,680(kgm@ rpm)"
Tata Manza Club Class Quadrajet90 LX,Tata,Tata Manza Club,2012,80000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 ,88.76 ,5.0,270000,200Nm, 1750-3000rpm
Mahindra XUV500 AT W8 FWD,Mahindra,Mahindra XUV500 AT,2015,70000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 ,140 ,7.0,1044999,330Nm, 1600-2800rpm
Maruti Swift Ldi BSIV,Maruti,Maruti Swift Ldi,2009,117000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 ,75 ,5.0,279000,190Nm, 2000rpm
Ford Aspire Trend Plus,Ford,Ford Aspire Trend,2018,15000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1194 ,94.93 ,5.0,620000,120Nm, 4250rpm
Skoda Octavia L and K 1.9 TDI (MT),Skoda,Skoda Octavia L,2007,100000,Diesel,Individual,Manual,Second Owner,16.6 kmpl,1896 ,122.4 ,5.0,250000,21.4," 1,900(kgm@ rpm)"
Hyundai Verna 1.6 SX VTVT AT,Hyundai,Hyundai Verna 1.6,2012,83000,Petrol,Individual,Automatic,First Owner,15.74 kmpl,1591 ,121.3 ,5.0,475000,154.9Nm, 4200rpm
Chevrolet Cruze LTZ AT,Chevrolet,Chevrolet Cruze LTZ,2016,67600,Diesel,Individual,Automatic,First Owner,14.81 kmpl,1998 ,163.7 ,5.0,750000,360Nm, 2000rpm
Mitsubishi Pajero Sport Anniversary Edition,Mitsubishi,Mitsubishi Pajero Sport,2015,160000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2477 ,178 ,7.0,1250000,400Nm, 2000-2500rpm
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2014,80000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 ,55.2 ,5.0,250000,74.5Nm, 4000rpm
Honda Amaze VX i-DTEC,Honda,Honda Amaze VX,2013,100000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 ,98.6 ,5.0,445000,200Nm, 1750rpm
Volkswagen Jetta 2.0 TDI Comfortline,Volkswagen,Volkswagen Jetta 2,2010,100000,Diesel,Individual,Manual,First Owner,15.0 kmpl,1896 ,105 ,5.0,400000,25.5," 1,900(kgm@ rpm)"
Hyundai i20 1.4 CRDi Era,Hyundai,Hyundai i20 1.4,2010,90000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 ,90 ,5.0,350000,22.4 kgm ,t 1750-2750rpm
Skoda Rapid Ultima 1.6 TDI Elegance,Skoda,Skoda Rapid Ultima,2012,140000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 ,103.5 ,5.0,295000,250Nm, 1500-2500rpm
Maruti Swift Dzire VXI 1.2,Maruti,Maruti Swift Dzire,2018,25000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 ,81.80 ,5.0,600000,113Nm, 4200rpm
Toyota Innova Crysta 2.4 GX MT 8S BSIV,Toyota,Toyota Innova Crysta,2018,20000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 ,147.8 ,8.0,1650000,343Nm, 1400-2800rpm
Maruti 800 AC,Maruti,Maruti 800 AC,2012,30000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 ,37 ,4.0,100000,59Nm, 2500rpm
Ford Aspire Trend Plus,Ford,Ford Aspire Trend,2018,13000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1194 ,94.93 ,5.0,690000,120Nm, 4250rpm
Hyundai i20 1.2 Asta,Hyundai,Hyundai i20 1.2,2018,42000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 ,81.83 ,5.0,710000,114.7Nm, 4000rpm
Hyundai EON 1.0 Kappa Magna Plus Optional,Hyundai,Hyundai EON 1,2018,10000,Petrol,Individual,Manual,Second Owner,20.3 kmpl,998 ,68.05 ,5.0,350000,94.14Nm, 3500rpm
Maruti Alto K10 2010-2014 VXI,Maruti,Maruti Alto K10,2012,13000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 ,67.1 ,5.0,220000,90Nm, 3500rpm
Renault Triber RXZ BSIV,Renault,Renault Triber RXZ,2019,6500,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 ,72 ,7.0,700000,96Nm, 3500rpm
Hyundai EON Magna Plus,Hyundai,Hyundai EON Magna,2013,49500,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 ,55.2 ,5.0,198000,74.5Nm, 4000rpm
Hyundai i20 1.4 CRDi Sportz,Hyundai,Hyundai i20 1.4,2011,50000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 ,90 ,5.0,350000,22.4 kgm ,t 1750-2750rpm
Tata Indigo CR4,Tata,Tata Indigo CR4,2011,175000,Diesel,Individual,Manual,Second Owner,23.57 kmpl,1396 ,70 ,5.0,210000,140Nm, 1800-3000rpm
Tata Indigo eCS LX BSIV,Tata,Tata Indigo eCS,2011,175000,Diesel,Individual,Manual,Second Owner,23.03 kmpl,1396 ,69 ,5.0,210000,140Nm, 1800-3000rpm
Hyundai Accent Gvs,Hyundai,Hyundai Accent Gvs,2003,120000,Petrol,Individual,Manual,Third Owner,,,,,70000,,
Maruti Ritz ZDi,Maruti,Maruti Ritz ZDi,2014,110000,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 ,73.94 ,5.0,375000,190Nm, 2000rpm
Maruti Swift Dzire VXi,Maruti,Maruti Swift Dzire,2012,112048,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 ,85.8 ,5.0,380000,114Nm, 4000rpm
Honda City 1.5 S MT,Honda,Honda City 1.5,2010,98000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 ,118 ,5.0,360000,146Nm ,t 4800 rpm
Mahindra XUV500 W6 2WD,Mahindra,Mahindra XUV500 W6,2015,41000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 ,140 ,7.0,944999,330Nm, 1600-2800rpm
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Chevrolet,Chevrolet Tavera Neo,2016,120000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 ,72.4 ,10.0,620000,171Nm, 1800rpm
Toyota Platinum Etios 1.4 GXD,Toyota,Toyota Platinum Etios,2018,116000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 ,67.05 ,5.0,780000,170Nm, 1800-2400rpm
Maruti Swift LXI,Maruti,Maruti Swift LXI,2020,1000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 ,81.80 ,5.0,445000,113Nm, 4200rpm
Hyundai Xcent 1.2 VTVT S AT,Hyundai,Hyundai Xcent 1.2,2018,15000,Petrol,Individual,Automatic,First Owner,17.36 kmpl,1197 ,81.86 ,5.0,575000,113.75nm, 4000rpm
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Maruti,Maruti S-Cross 2017-2020,2018,5000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 ,88.5 ,5.0,975000,200Nm, 1750rpm
Tata Tiago 2019-2020 XZ Plus Dual Tone,Tata,Tata Tiago 2019-2020,2019,3500,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 ,83.83 ,5.0,450000,114Nm, 3500rpm
Maruti Swift 1.3 VXi,Maruti,Maruti Swift 1.3,2009,91000,Petrol,Individual,Manual,Second Owner,,,,,198000,,
Ford Figo 1.5D Trend MT,Ford,Ford Figo 1.5D,2017,56000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 ,99 ,5.0,495000,215Nm, 1750-3000rpm
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Toyota Innova 2.5,2013,215000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 ,100 ,7.0,830000,200Nm, 1400-3400rpm
Mahindra XUV500 W6 2WD,Mahindra,Mahindra XUV500 W6,2012,40000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 ,140 ,7.0,800000,330Nm, 1600-2800rpm
Maruti Swift VDI BSIV W ABS,Maruti,Maruti Swift VDI,2010,70000,Diesel,Individual,Manual,Third Owner,,,,,300000,,
Maruti Ritz VDi,Maruti,Maruti Ritz VDi,2013,120000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 ,73.94 ,5.0,300000,190Nm, 2000rpm
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Mahindra,Mahindra Scorpio 2.6,2003,120000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 ,120 ,7.0,200000,290Nm, 1800-2800rpm
Honda Brio 1.2 S MT,Honda,Honda Brio 1.2,2017,30400,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 ,86.8 ,5.0,480000,109Nm, 4500rpm
Honda BR-V i-DTEC VX MT,Honda,Honda BR-V i-DTEC,2017,24000,Diesel,Dealer,Manual,First Owner,21.9 kmpl,1498 ,98.6 ,7.0,950000,200Nm, 1750rpm
Honda BR-V i-VTEC VX MT,Honda,Honda BR-V i-VTEC,2017,30646,Petrol,Dealer,Manual,First Owner,15.4 kmpl,1497 ,117.3 ,7.0,840000,145Nm, 4600rpm
Hyundai Verna 1.6 CRDi S,Hyundai,Hyundai Verna 1.6,2017,15000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 ,126.2 ,5.0,800000,259.9Nm, 1900-2750rpm
Volkswagen Vento 1.5 TDI Comfortline,Volkswagen,Volkswagen Vento 1.5,2017,50000,Diesel,Individual,Manual,First Owner,22.27 kmpl,1498 ,108.6 ,5.0,750000,250Nm, 1500-3000rpm
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2017,34000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 ,55.2 ,5.0,254999,74.5Nm, 4000rpm
Maruti Ertiga SHVS ZDI Plus,Maruti,Maruti Ertiga SHVS,2016,54000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 ,88.5 ,7.0,725000,200Nm, 1750rpm
Mercedes-Benz B Class B200 CDI Sport,Mercedes-Benz,Mercedes-Benz B Class,2016,40000,Diesel,Individual,Automatic,Second Owner,19.7 kmpl,2143 ,134.10 ,5.0,1859000,300Nm, 1600-3000rpm
Chevrolet Beat LT,Chevrolet,Chevrolet Beat LT,2012,120000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 ,79.4 ,5.0,145000,108Nm, 4400rpm
Tata Nexon 1.2 Revotron XM,Tata,Tata Nexon 1.2,2018,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 ,108.5 ,5.0,750000,170Nm, 1750-4000rpm
Volkswagen Ameo 1.5 TDI Comfortline AT,Volkswagen,Volkswagen Ameo 1.5,2017,50000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1498 ,108.495 ,5.0,655000,250Nm, 1500-3000rpm
Ford Figo Diesel ZXI,Ford,Ford Figo Diesel,2011,84000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 ,68 ,5.0,210000,160Nm, 2000rpm
Honda City 1.5 E MT,Honda,Honda City 1.5,2011,50000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 ,118 ,5.0,450000,146Nm ,t 4800 rpm
Hyundai Santro Sportz AMT BSIV,Hyundai,Hyundai Santro Sportz,2019,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3 kmpl,1086 ,68 ,5.0,466000,99Nm, 4500rpm
Ford Figo Aspire Facelift,Ford,Ford Figo Aspire,2018,14681,Diesel,Dealer,Manual,First Owner,,,,,624000,,
Ford Figo 1.5D Titanium MT,Ford,Ford Figo 1.5D,2015,52000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 ,99 ,5.0,580000,215Nm, 1750-3000rpm
Hyundai Santro Sportz BSIV,Hyundai,Hyundai Santro Sportz,2019,18500,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 ,68 ,5.0,430000,99Nm, 4500rpm
Tata Indigo CS eLX BS IV,Tata,Tata Indigo CS,2012,50000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 ,69 ,5.0,155000,140Nm, 1800-3000rpm
Datsun RediGO 1.0 S,Datsun,Datsun RediGO 1,2017,35000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 ,67 ,5.0,240000,91Nm, 4250rpm
Toyota Etios G,Toyota,Toyota Etios G,2016,15500,Petrol,Individual,Manual,First Owner,16.78 kmpl,1496 ,88.73 ,5.0,540000,132Nm, 3000rpm
Tata Indigo CS LX (TDI) BS III,Tata,Tata Indigo CS,2013,120000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 ,69 ,5.0,250000,135Nm, 2500rpm
Tata Indigo eCS VX BSIV,Tata,Tata Indigo eCS,2012,60000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 ,69 ,5.0,260000,140Nm, 1800-3000rpm
Mahindra Scorpio LX,Mahindra,Mahindra Scorpio LX,2011,80000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 ,120 ,9.0,550000,290Nm, 1800-2800rpm
Ford Ecosport 1.0 Ecoboost Titanium Optional,Ford,Ford Ecosport 1,2014,43011,Petrol,Dealer,Manual,First Owner,18.88 kmpl,999 ,123.37 ,5.0,550000,170Nm, 1400-4500rpm
Renault Duster 110PS Diesel RxL,Renault,Renault Duster 110PS,2015,136000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 ,108.45 ,5.0,600000,248Nm, 2250rpm
Ford Figo Aspire 1.5 TDCi Titanium,Ford,Ford Figo Aspire,2017,15000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 ,99 ,5.0,550000,215Nm, 1750-3000rpm
Mahindra Bolero SLX,Mahindra,Mahindra Bolero SLX,2011,110000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 ,63 ,7.0,370000,180 Nm ,t 1440-1500rpm
Hyundai i10 Magna 1.1L,Hyundai,Hyundai i10 Magna,2008,100000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 ,68.05 ,5.0,250000,99.04Nm, 4500rpm
Maruti Alto LXi BSIII,Maruti,Maruti Alto LXi,2005,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 ,46.3 ,5.0,125000,62Nm, 3000rpm
Tata Indica Vista Aqua 1.4 TDI,Tata,Tata Indica Vista,2010,110000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 ,71 ,5.0,200000,135 Nm ,t 2500  rpm 
Honda WR-V i-DTEC S,Honda,Honda WR-V i-DTEC,2017,127991,Diesel,Dealer,Manual,First Owner,25.5 kmpl,1498 ,98.6 ,5.0,675000,200Nm, 1750rpm
Mitsubishi Lancer 2.0 GLd,Mitsubishi,Mitsubishi Lancer 2,1999,198000,Diesel,Individual,Manual,Second Owner,14.8 kmpl,1998 ,68 ,5.0,150000,12.5," 3,000(kgm@ rpm)"
Tata Indigo eCS GLX,Tata,Tata Indigo eCS,2010,65000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 ,64.1 ,5.0,290000,100Nm, 2700rpm
Maruti Esteem Lxi,Maruti,Maruti Esteem Lxi,2002,90000,Petrol,Individual,Manual,Third Owner,,,,,95000,,
Maruti Ciaz 1.3 Zeta,Maruti,Maruti Ciaz 1.3,2018,20000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 ,88.5 ,5.0,889000,200Nm, 1750rpm
Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,Volkswagen Ameo 1.2,2016,60000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 ,73.75 ,5.0,400000,110Nm, 3750rpm
Renault KWID RXT Optional,Renault,Renault KWID RXT,2018,13120,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 ,53.3 ,5.0,390000,72Nm, 4386rpm
Jeep Compass 2.0 Longitude BSIV,Jeep,Jeep Compass 2,2017,87500,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 ,170 ,5.0,1550000,350Nm, 1750-2500rpm
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Hyundai Verna 1.6,2014,125000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 ,126.32 ,5.0,600000,259.8Nm, 1900-2750rpm
Hyundai Elite i20 Asta Option CVT BSIV,Hyundai,Hyundai Elite i20,2018,25000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 ,81.86 ,5.0,800000,117nm, 4000rpm
Maruti Ertiga ZDI,Maruti,Maruti Ertiga ZDI,2013,120000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 ,88.8 ,7.0,600000,200Nm, 1750rpm
Hyundai Verna 1.6 VTVT SX,Hyundai,Hyundai Verna 1.6,2015,35000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 ,121.3 ,5.0,795000,154.9Nm, 4200rpm
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,Hyundai i20 Asta,2016,25000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 ,88.73 ,5.0,735000,219.7Nm, 1500-2750rpm
Skoda Octavia L and K 1.9 TDI MT,Skoda,Skoda Octavia L,2005,120000,Diesel,Individual,Manual,Third Owner,16.4 kmpl,1896 ,90 ,5.0,250000,21.4," 1,900(kgm@ rpm)"
Renault KWID AMT,Renault,Renault KWID AMT,2018,25000,Petrol,Individual,Automatic,First Owner,24.04 kmpl,999 ,67 ,5.0,400000,91Nm, 4250rpm
Hyundai Accent CRDi,Hyundai,Hyundai Accent CRDi,2005,79000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,1493 ,82 ,5.0,130000,187Nm, 2500rpm
Renault Lodgy 85PS RxE,Renault,Renault Lodgy 85PS,2015,125000,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 ,83.8 ,8.0,600000,200Nm, 1900rpm
Mahindra Xylo D2 BSIV,Mahindra,Mahindra Xylo D2,2014,140000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 ,95 ,8.0,395000,220Nm ,t 1400-2600 rpm
Hyundai i20 Active 1.4 SX,Hyundai,Hyundai i20 Active,2016,80000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 ,88.73 ,5.0,720000,220Nm, 1500-2750rpm
Honda City S,Honda,Honda City S,2011,110000,Petrol,Individual,Manual,Third Owner,16.8 kmpl,1497 ,116.4 ,5.0,450000,146Nm, 4800rpm
Ford Figo Aspire 1.2 Ti-VCT Titanium,Ford,Ford Figo Aspire,2018,25000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 ,86.8 ,5.0,700000,112Nm, 4000rpm
Honda Mobilio RS Option i DTEC,Honda,Honda Mobilio RS,2015,46000,Diesel,Individual,Manual,First Owner,24.5 kmpl,1498 ,98.6 ,7.0,1000000,200Nm, 1750rpm
Hyundai Santro Magna,Hyundai,Hyundai Santro Magna,2020,1000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 ,68.07 ,5.0,500000,99.07Nm, 4500rpm
Maruti 800 AC BSII,Maruti,Maruti 800 AC,2007,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 ,37 ,4.0,125000,59Nm, 2500rpm
Renault Lodgy 85PS RxZ,Renault,Renault Lodgy 85PS,2015,80000,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 ,83.8 ,8.0,690000,200Nm, 1900rpm
Jeep Compass 2.0 Limited,Jeep,Jeep Compass 2,2017,120000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 ,170 ,5.0,1550000,350Nm, 1750-2500rpm
Tata Indica V2 1.2 GLE BSIII,Tata,Tata Indica V2,2013,110000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1193 ,65.3 ,5.0,170000,10.2," 2,600(kgm@ rpm)"
Fiat Linea Emotion (Diesel),Fiat,Fiat Linea Emotion,2010,110000,Diesel,Individual,Manual,Third Owner,20.4 kmpl,1248 ,91.7 ,5.0,275000,209Nm, 2000rpm
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Toyota Innova 2.5,2007,200000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 ,102 ,8.0,500000,20.4, 1400-3400(kgm@ rpm)
Volkswagen Jetta 2.0L TDI Highline,Volkswagen,Volkswagen Jetta 2.0L,2013,80000,Diesel,Individual,Manual,Second Owner,19.33 kmpl,1968 ,138.1 ,5.0,950000,320Nm, 1750-2500rpm
Maruti Swift Dzire ZDI,Maruti,Maruti Swift Dzire,2019,24000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 ,74.02 ,5.0,802999,190Nm, 2000rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2013,150000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 ,74 ,5.0,470000,190Nm, 2000rpm
Renault KWID RXT,Renault,Renault KWID RXT,2015,60000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 ,53.3 ,5.0,300000,72Nm, 4386rpm
Renault Duster 110PS Diesel RxL,Renault,Renault Duster 110PS,2014,116000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 ,108.45 ,5.0,600000,248Nm, 2250rpm
Ford Figo Diesel Celebration Edition,Ford,Ford Figo Diesel,2013,104300,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 ,68.1 ,5.0,275000,160Nm, 2000rpm
Mahindra KUV 100 D75 K8,Mahindra,Mahindra KUV 100,2018,30000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 ,77 ,6.0,700000,190Nm, 1750-2250rpm
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Mercedes-Benz,Mercedes-Benz GL-Class 350,2014,33000,Diesel,Individual,Automatic,First Owner,11.3 kmpl,2987 ,254.8 ,7.0,3250000,619Nm, 1600-2400rpm
Volkswagen Ameo 1.5 TDI Comfortline,Volkswagen,Volkswagen Ameo 1.5,2020,25000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 ,108.62 ,5.0,800000,250Nm, 1500-3000rpm
Audi A6 2.0 TDI,Audi,Audi A6 2,2014,60000,Diesel,Individual,Automatic,First Owner,17.68 kmpl,1968 ,174.33 ,5.0,2200000,380Nm, 1750-2500rpm
Hyundai Verna CRDi SX ABS,Hyundai,Hyundai Verna CRDi,2007,121000,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 ,110 ,5.0,245000,24," 1,900-2,750(kgm@ rpm)"
Hyundai Verna CRDi SX,Hyundai,Hyundai Verna CRDi,2010,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 ,110 ,5.0,310000,24," 1,900-2,750(kgm@ rpm)"
Hyundai Verna CRDi SX ABS,Hyundai,Hyundai Verna CRDi,2007,120000,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 ,110 ,5.0,245000,24," 1,900-2,750(kgm@ rpm)"
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Volkswagen Polo Petrol,2011,110000,Petrol,Individual,Manual,First Owner,16.47 kmpl,1198 ,73.9 ,5.0,450000,110Nm, 3750rpm
Volkswagen Jetta 2.0L TDI Highline AT,Volkswagen,Volkswagen Jetta 2.0L,2013,84000,Diesel,Individual,Automatic,Second Owner,16.96 kmpl,1968 ,138.03 ,5.0,850000,320Nm, 1750-2500rpm
Honda CR-V 2.4 4WD AT,Honda,Honda CR-V 2.4,2004,120000,Petrol,Individual,Automatic,Third Owner,10.1 kmpl,2354 ,152 ,5.0,325000,215Nm, 3600rpm
Maruti Swift VDI,Maruti,Maruti Swift VDI,2013,100000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 ,74 ,5.0,409999,190Nm, 2000rpm
Volvo XC60 Inscription D5 BSIV,Volvo,Volvo XC60 Inscription,2018,50000,Diesel,Individual,Automatic,First Owner,11.2 kmpl,1969 ,235 ,5.0,5500000,480Nm,
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Hyundai Creta 1.6,2015,73500,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 ,126.2 ,5.0,1000000,259.9Nm, 1900-2750rpm
Hyundai Xcent 1.1 CRDi SX,Hyundai,Hyundai Xcent 1.1,2016,34000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 ,71 ,5.0,590000,180.4Nm, 1750-2500rpm
Nissan Kicks XV D BSIV,Nissan,Nissan Kicks XV,2019,23000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 ,108.5 ,5.0,1200000,240Nm, 1750rpm
Ford Fiesta 1.4 SXi TDCi ABS,Ford,Ford Fiesta 1.4,2008,163000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1399 ,68 ,5.0,175000,16.3," 2,000(kgm@ rpm)"
