name,Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,selling_price
Maruti Ertiga LDI,Maruti,Maruti Ertiga LDI,2012,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,400000
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Toyota Innova 2.5,2013,80000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7,800000
Tata Manza Club Class Quadrajet90 LS,Tata,Tata Manza Club,2013,50000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5,250000
Hyundai Creta 1.6 CRDi SX,Hyundai,Hyundai Creta 1.6,2016,47552,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,930000
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Maruti Vitara Brezza,2016,40000,Diesel,Individual,Manual,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,720000
Ford Figo Petrol EXI,Ford,Ford Figo Petrol,2011,15000,Petrol,Individual,Manual,First Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5,225000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,Ford EcoSport 1.5,2019,20000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,950000
Hyundai i20 Active 1.2,Hyundai,Hyundai i20 Active,2018,52000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,530000
Hyundai i20 Magna 1.2,Hyundai,Hyundai i20 Magna,2016,70000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,470000
Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,Mahindra Bolero Power,2017,110000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,650000
Tata Safari Storme LX,Tata,Tata Safari Storme,2014,77500,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,540000
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2015,100000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,459999
Renault KWID RXL,Renault,Renault KWID RXL,2019,14700,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,325000
Maruti Omni MPI STD BSIV,Maruti,Maruti Omni MPI,2016,40000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,5,240000
Mahindra KUV 100 mFALCON G80 K2,Mahindra,Mahindra KUV 100,2017,32000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,400000
Maruti Alto LXI,Maruti,Maruti Alto LXI,2004,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,70000
Maruti Swift Dzire VXi,Maruti,Maruti Swift Dzire,2009,80000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5,250000
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Toyota Innova 2.5,2014,80000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8,910000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2018,25000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,720000
Maruti Swift Dzire ZDI,Maruti,Maruti Swift Dzire,2015,50000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,590000
Chevrolet Tavera Neo 3 10 Seats BSIII,Chevrolet,Chevrolet Tavera Neo,2015,120000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10,434000
Mahindra Bolero DI BSIII,Mahindra,Mahindra Bolero DI,2006,170000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,145000
Mahindra KUV 100 G80 K4 Plus 5Str,Mahindra,Mahindra KUV 100,2018,19700,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,5,445000
Hyundai Santro Xing GL Plus LPG,Hyundai,Hyundai Santro Xing,2011,70000,LPG,Individual,Manual,First Owner,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,191000
Ford Figo Aspire 1.5 TDCi Titanium,Ford,Ford Figo Aspire,2018,50000,Diesel,Individual,Manual,Fourth & Above Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,372000
Maruti Wagon R LXI,Maruti,Maruti Wagon R,2005,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,65000
Hyundai Santro GLS I - Euro II,Hyundai,Hyundai Santro GLS,2007,60000,Petrol,Individual,Manual,Third Owner,,,,,,150000
Ford Figo Diesel LXI,Ford,Ford Figo Diesel,2015,140000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.05 bhp,160Nm@ 2000rpm,5,300000
Mahindra Scorpio 2.6 DX,Mahindra,Mahindra Scorpio 2.6,2003,120000,Diesel,Individual,Manual,Third Owner,12.7 kmpl,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8,125000
Tata Tigor 1.2 Revotron XZ Option,Tata,Tata Tigor 1.2,2017,40000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,520000
Maruti Alto 800 LXI,Maruti,Maruti Alto 800,2014,70000,Petrol,Individual,Manual,Third Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,190000
Datsun RediGO 1.0 S,Datsun,Datsun RediGO 1,2018,7000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,310000
Toyota Innova 2.5 VX 8 STR BSIV,Toyota,Toyota Innova 2.5,2012,90000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,750000
Mahindra TUV 300 mHAWK100 T8 AMT,Mahindra,Mahindra TUV 300,2016,110000,Diesel,Individual,Automatic,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,750000
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2019,15000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,350000
Maruti Alto 800 VXI,Maruti,Maruti Alto 800,2020,5000,Petrol,Individual,Manual,First Owner,22.05 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,360000
Renault KWID RXE,Renault,Renault KWID RXE,2017,5000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,285000
Maruti Alto 800 LX,Maruti,Maruti Alto 800,2013,70000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,160000
Datsun GO Plus D,Datsun,Datsun GO Plus,2015,60000,Petrol,Individual,Manual,Second Owner,19.44 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7,229999
Maruti Alto LXi,Maruti,Maruti Alto LXi,2007,120000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,85000
Datsun RediGO 1.0 S,Datsun,Datsun RediGO 1,2018,7000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,300000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,Mahindra Scorpio 2009-2014,2014,120000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7,675000
Mahindra Scorpio 2009-2014 SLE 7S BSIII,Mahindra,Mahindra Scorpio 2009-2014,2014,145241,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7,700000
Mahindra Scorpio 2.6 Turbo 7 Str,Mahindra,Mahindra Scorpio 2.6,2008,110000,Diesel,Individual,Manual,First Owner,12.7 kmpl,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8,400000
Renault KWID RXT,Renault,Renault KWID RXT,2016,30000,Petrol,Individual,Manual,Third Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,254999
Mahindra Scorpio S10 7 Seater,Mahindra,Mahindra Scorpio S10,2015,80000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,1050000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2013,100000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,390000
Toyota Etios Liva GD,Toyota,Toyota Etios Liva,2015,80000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5,450000
Toyota Innova Crysta 2.8 GX AT BSIV,Toyota,Toyota Innova Crysta,2016,40000,Diesel,Individual,Automatic,Second Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7,1630000
Maruti Vitara Brezza VDi Option,Maruti,Maruti Vitara Brezza,2017,50000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,725000
Tata Safari Storme LX,Tata,Tata Safari Storme,2013,95500,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,466000
Ford Figo 1.2P Ambiente MT,Ford,Ford Figo 1.2P,2017,40000,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,370000
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Maruti Zen Estilo,2007,70000,Petrol,Individual,Manual,Third Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5,150000
Maruti Celerio ZXI Optional,Maruti,Maruti Celerio ZXI,2017,15000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,483000
Hyundai Grand i10 Magna,Hyundai,Hyundai Grand i10,2016,10000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,470000
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Maruti Vitara Brezza,2018,25000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,950000
Hyundai Verna 1.6 VTVT,Hyundai,Hyundai Verna 1.6,2013,50000,Petrol,Individual,Manual,Third Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,450000
Toyota Etios VX,Toyota,Toyota Etios VX,2011,70000,Petrol,Individual,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5,345000
Maruti A-Star Vxi,Maruti,Maruti A-Star Vxi,2009,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5,300000
Maruti Zen Estilo VXI BSIII,Maruti,Maruti Zen Estilo,2007,74800,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,160000
Maruti 800 AC BSIII,Maruti,Maruti 800 AC,2004,80000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,120000
Tata Zest Revotron 1.2 XT,Tata,Tata Zest Revotron,2020,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,500000
Mahindra XUV500 W9 2WD,Mahindra,Mahindra XUV500 W9,2018,40000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,138 bhp,330Nm@ 1600-2800rpm,7,1350000
Hyundai Grand i10 1.2 CRDi Asta,Hyundai,Hyundai Grand i10,2017,50000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,455000
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2013,45000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,165000
Maruti Swift VXI Optional,Maruti,Maruti Swift VXI,2016,23700,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,470000
Maruti Swift VXI Deca,Maruti,Maruti Swift VXI,2016,23700,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,470000
Jeep Compass 1.4 Sport,Jeep,Jeep Compass 1.4,2019,10000,Petrol,Individual,Manual,First Owner,16.0 kmpl,1368 CC,160 bhp,250Nm@ 1750-2500rpm,5,1520000
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2014,53473,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,229999
Mahindra Bolero 2011-2019 DI NON AC BS III White,Mahindra,Mahindra Bolero 2011-2019,2011,100000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,250000
Mahindra XUV500 W10 2WD,Mahindra,Mahindra XUV500 W10,2016,25000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,1350000
Hyundai Santro Xing GLS,Hyundai,Hyundai Santro Xing,2013,80000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,220000
Hyundai Xcent 1.1 CRDi S,Hyundai,Hyundai Xcent 1.1,2015,120000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5,360000
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2018,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,350000
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Hyundai Verna 1.6,2012,70000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,500000
Chevrolet Beat Diesel LT,Chevrolet,Chevrolet Beat Diesel,2013,90000,Diesel,Individual,Manual,Third Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5,145000
Chevrolet Sail Hatchback 1.2,Chevrolet,Chevrolet Sail Hatchback,2014,51000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.5 bhp,108.5Nm@ 5000rpm,5,300000
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),Tata,Tata Indica Vista,2010,87000,Diesel,Individual,Manual,First Owner,,,,,,180000
Hyundai Accent GLE,Hyundai,Hyundai Accent GLE,2009,87000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5,180000
Mahindra Bolero GLX,Mahindra,Mahindra Bolero GLX,2006,120000,Diesel,Individual,Manual,Second Owner,,,,,,200000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2013,40000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,530000
Renault Duster 110PS Diesel RxL,Renault,Renault Duster 110PS,2014,90000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,620000
Toyota Etios G,Toyota,Toyota Etios G,2015,110000,Petrol,Individual,Manual,Third Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5,360000
Hyundai Santro Xing GLS,Hyundai,Hyundai Santro Xing,2010,86000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,245000
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2009,120000,Diesel,Individual,Manual,First Owner,,,,,,370000
Ford Ikon 1.6 Really Sport,Ford,Ford Ikon 1.6,2003,80000,Petrol,Individual,Manual,Third Owner,14.2 kmpl,1597 CC,92 bhp,130@ 2500(kgm@ rpm),5,130000
Maruti Esteem LX - BSIII,Maruti,Maruti Esteem LX,1999,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9 kmpl,1298 CC,85 bhp,110Nm@ 4500rpm,5,70000
Maruti Esteem LX - BSIII,Maruti,Maruti Esteem LX,1999,70000,Petrol,Individual,Manual,Fourth & Above Owner,15.9 kmpl,1298 CC,85 bhp,110Nm@ 4500rpm,5,70000
Ford Fiesta 1.5 TDCi Titanium,Ford,Ford Fiesta 1.5,2014,140000,Diesel,Individual,Manual,Second Owner,25.01 kmpl,1498 CC,89.75 bhp,204Nm@ 2000-2750rpm,5,650000
Maruti Swift VXI,Maruti,Maruti Swift VXI,2019,18000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,610000
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2015,24000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,300000
Hyundai Grand i10 CRDi Magna,Hyundai,Hyundai Grand i10,2014,60000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,425000
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Hyundai Verna 1.6,2012,150000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,450000
Hyundai Verna 1.6 CRDI,Hyundai,Hyundai Verna 1.6,2011,108000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5,450000
Hyundai i10 Sportz AT,Hyundai,Hyundai i10 Sportz,2011,60000,Petrol,Individual,Automatic,Third Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,340000
Maruti Ertiga LDI Option,Maruti,Maruti Ertiga LDI,2013,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,650000
Tata Indigo CS LS (TDI) BS III,Tata,Tata Indigo CS,2009,70000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,160000
Tata Indica Vista TDI LS,Tata,Tata Indica Vista,2014,120000,Diesel,Individual,Manual,First Owner,19.1 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,250000
Chevrolet Beat Diesel LT,Chevrolet,Chevrolet Beat Diesel,2012,100000,Diesel,Individual,Manual,Third Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5,225000
Tata Indica V2 2001-2011 DLS BSIII,Tata,Tata Indica V2,2007,75958,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5,55000
Maruti 800 AC,Maruti,Maruti 800 AC,1996,70000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,42000
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),Tata,Tata Indica Vista,2012,100000,Diesel,Individual,Manual,Second Owner,,,,,,250000
Hyundai Tucson CRDi,Hyundai,Hyundai Tucson CRDi,2006,128000,Diesel,Individual,Manual,Fourth & Above Owner,12.6 kmpl,1991 CC,112 bhp,"25@ 1,800-2,800(kgm@ rpm)",7,282000
Tata Indica V2 DLS TC,Tata,Tata Indica V2,2007,110000,Diesel,Individual,Manual,Third Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5,80000
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2016,40000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,500000
Ford Figo Aspire 1.5 TDCi Ambiente,Ford,Ford Figo Aspire,2016,70000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,500000
Maruti Swift VDI,Maruti,Maruti Swift VDI,2011,60000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,400000
Mahindra Bolero 2011-2019 SLX,Mahindra,Mahindra Bolero 2011-2019,2013,90000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,550000
Tata New Safari Dicor LX 4X2 BS IV,Tata,Tata New Safari,2007,70000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,200000
Hyundai i10 Sportz,Hyundai,Hyundai i10 Sportz,2012,65000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,280000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2014,88000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,580000
Tata Manza Aura (ABS) Quadrajet,Tata,Tata Manza Aura,2009,80000,Diesel,Individual,Manual,Third Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5,100000
Mahindra Scorpio EX,Mahindra,Mahindra Scorpio EX,2014,60000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8,550000
Mahindra TUV 300 T4 Plus,Mahindra,Mahindra TUV 300,2017,38000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,700000
Tata Manza Aqua Safire,Tata,Tata Manza Aqua,2010,80000,Petrol,Individual,Manual,Third Owner,15.0 kmpl,1368 CC,90 bhp,116Nm@ 4750rpm,5,150000
Hyundai EON Magna Plus,Hyundai,Hyundai EON Magna,2014,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,190000
Mahindra Bolero 2011-2019 SLE,Mahindra,Mahindra Bolero 2011-2019,2013,110000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,500000
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2017,110000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,640000
Skoda Fabia 1.2L Diesel Elegance,Skoda,Skoda Fabia 1.2L,2011,145000,Diesel,Individual,Manual,First Owner,20.86 kmpl,1199 CC,75 bhp,180Nm@ 2000rpm,5,340000
Hyundai Elite i20 Asta Option Diesel,Hyundai,Hyundai Elite i20,2019,43000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,224nm@ 1500-2750rpm,5,811000
Maruti Ritz LDi,Maruti,Maruti Ritz LDi,2016,120000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5,409999
Maruti Swift Lxi BSIII,Maruti,Maruti Swift Lxi,2007,136000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5,220000
Tata Indica V2 DLS BSIII,Tata,Tata Indica V2,2013,120000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1405 CC,48.21 bhp,85Nm@ 2500rpm,5,170000
Hyundai Elite i20 Petrol Asta Option,Hyundai,Hyundai Elite i20,2018,25000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5,700000
Mahindra Scorpio S10 4WD,Mahindra,Mahindra Scorpio S10,2015,80000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,950000
Hyundai Accent GLS 1.6 ABS,Hyundai,Hyundai Accent GLS,2003,40000,Petrol,Individual,Manual,Second Owner,14.4 kmpl,1599 CC,94 bhp,12.5kgm@ 3500rpm,5,80000
Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,Jaguar XE 2016-2019,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,2711000
Lexus ES 300h,Lexus,Lexus ES 300h,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5,5150000
Jaguar XF 2.0 Diesel Portfolio,Jaguar,Jaguar XF 2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,3200000
Tata Safari Storme EX,Tata,Tata Safari Storme,2015,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,503000
Volvo XC40 D4 Inscription BSIV,Volvo,Volvo XC40 D4,2019,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5,3800000
Toyota Camry 2.5 Hybrid,Toyota,Toyota Camry 2.5,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,2000000
Maruti Wagon R LXI,Maruti,Maruti Wagon R,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,225000
Maruti Baleno Alpha 1.3,Maruti,Maruti Baleno Alpha,2018,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,740000
Honda Jazz VX,Honda,Honda Jazz VX,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Toyota Innova 2.5,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,750000
Maruti Swift AMT VVT VXI,Maruti,Maruti Swift AMT,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,650000
Toyota Etios VX,Toyota,Toyota Etios VX,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5,625000
Maruti Swift AMT ZXI,Maruti,Maruti Swift AMT,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,600000
