Company,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,seats,selling_price
Maruti,2005,50800.0,Petrol,Dealers,Manual,Second Owner,5.177664974619289,796.0,46.3,5,110000.0
Maruti,2017,10000.0,Petrol,Dealers,Manual,First Owner,4.415584415584416,998.0,67.04,5,484999.0
BMW,2018,30000.0,Diesel,Individual,Automatic,First Owner,5.149210064365126,2993.0,261.4,4,5830000.0
Maruti,2012,60000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,185000.0
Hyundai,2018,40142.0,Diesel,Dealers,Manual,First Owner,3.606557377049181,1120.0,71.0,5,665000.0
Hyundai,2019,9400.0,Petrol,Dealers,Manual,First Owner,5.483870967741935,1197.0,81.83,5,721000.0
Mahindra,2016,62000.0,Diesel,Dealers,Manual,First Owner,3.4755134281200633,1198.0,77.0,5,390000.0
Tata,2011,90000.0,Diesel,Dealers,Manual,First Owner,4.680851063829787,1248.0,90.0,5,190000.0
Mahindra,2019,12584.0,Diesel,Dealers,Manual,First Owner,5.317220543806647,2498.0,105.0,6,975000.0
others,2016,49000.0,Petrol,Dealers,Manual,First Owner,5.362776025236593,1198.0,67.05,5,275000.0
Maruti,2016,32000.0,Petrol,Dealers,Manual,First Owner,4.129554655870446,796.0,47.3,5,315000.0
Hyundai,2019,4300.0,Petrol,Dealers,Manual,First Owner,5.483870967741935,1197.0,81.86,5,685000.0
Maruti,2019,14548.0,Petrol,Dealers,Manual,First Owner,4.809052333804809,1197.0,81.8,5,595000.0
Ford,2018,44772.0,Diesel,Dealers,Manual,Second Owner,3.8260869565217392,1498.0,98.96,5,900000.0
Maruti,2018,48500.0,Diesel,Dealers,Manual,First Owner,3.4550451511582256,1248.0,88.5,7,950000.0
Maruti,2016,38000.0,Petrol,Dealers,Manual,First Owner,4.129554655870446,796.0,47.3,5,275000.0
Hyundai,2017,28782.0,Petrol,Dealers,Manual,First Owner,5.483870967741935,1197.0,81.83,5,570000.0
Hyundai,2018,28451.0,Petrol,Dealers,Manual,First Owner,5.483870967741935,1197.0,81.83,5,700000.0
Maruti,2018,36500.0,Diesel,Dealers,Manual,First Owner,3.6213991769547325,1248.0,88.5,5,910000.0
Maruti,2018,44885.0,Diesel,Dealers,Manual,First Owner,3.3095148552087252,1248.0,74.0,5,751000.0
Hyundai,2014,35000.0,Petrol,Individual,Manual,First Owner,4.834123222748815,814.0,55.2,5,225000.0
Tata,2009,110000.0,Diesel,Individual,Manual,Second Owner,5.176470588235294,1405.0,71.0,5,135000.0
Maruti,2017,79000.0,Diesel,Dealers,Manual,First Owner,3.4550451511582256,1248.0,88.5,7,825000.0
Toyota,2015,91000.0,Diesel,Dealers,Automatic,Second Owner,7.01195219123506,2982.0,168.5,7,1650000.0
Maruti,2018,50000.0,Diesel,Dealers,Manual,First Owner,3.6213991769547325,1248.0,88.5,5,875000.0
Maruti,2016,81000.0,Diesel,Dealers,Manual,Second Owner,3.132787468850125,1248.0,88.5,5,650000.0
others,2019,22000.0,Petrol,Dealers,Automatic,First Owner,6.375,1368.0,160.0,5,1450000.0
Hyundai,2017,41000.0,Diesel,Dealers,Manual,First Owner,4.2926829268292686,1582.0,126.2,5,975000.0
Maruti,2019,50000.0,Diesel,Dealers,Manual,First Owner,3.5889070146818924,1248.0,88.5,7,925000.0
Maruti,2016,66000.0,Diesel,Dealers,Manual,First Owner,4.236880115551276,1248.0,88.8,7,725000.0
Maruti,2013,65000.0,Diesel,Dealers,Manual,First Owner,4.236880115551276,1248.0,88.76,7,550000.0
Hyundai,2014,76000.0,Diesel,Dealers,Manual,First Owner,3.904170363797693,1396.0,88.73,5,550000.0
Toyota,2013,95000.0,Diesel,Dealers,Manual,First Owner,6.875,2494.0,102.0,7,750000.0
Honda,2013,55000.0,Petrol,Dealers,Manual,Second Owner,6.0,1497.0,118.0,5,475000.0
others,2017,65000.0,Petrol,Dealers,Manual,First Owner,5.362776025236593,1198.0,67.05,7,325000.0
Maruti,2017,76000.0,Diesel,Dealers,Manual,First Owner,3.4550451511582256,1248.0,88.5,7,725000.0
Maruti,2018,47000.0,Petrol,Dealers,Manual,Second Owner,6.367041198501872,1373.0,93.7,7,775000.0
Maruti,2017,70000.0,Diesel,Dealers,Manual,First Owner,3.7606837606837606,1248.0,74.0,5,625000.0
Maruti,2014,89000.0,Diesel,Dealers,Manual,First Owner,3.842794759825328,1248.0,74.0,5,470000.0
Toyota,2017,98000.0,Diesel,Dealers,Manual,First Owner,6.432748538011696,2393.0,147.51,7,1750000.0
Toyota,2016,90000.0,Diesel,Dealers,Manual,First Owner,6.432748538011696,2393.0,147.51,7,1650000.0
Hyundai,2018,70000.0,Diesel,Individual,Manual,First Owner,4.11599625818522,1396.0,88.7,5,1050000.0
Maruti,2013,57000.0,Diesel,Individual,Manual,First Owner,3.842794759825328,1248.0,74.0,5,380000.0
Maruti,2017,70000.0,Diesel,Individual,Manual,First Owner,3.3095148552087252,1248.0,74.0,5,650000.0
Hyundai,2016,49200.0,Petrol,Individual,Manual,First Owner,4.834123222748815,814.0,55.2,5,275000.0
Honda,2009,125000.0,Petrol,Individual,Manual,Second Owner,7.555555555555555,1799.0,130.0,5,220000.0
Hyundai,2008,60000.0,Petrol,Individual,Manual,Second Owner,5.1489146895507325,1086.0,68.05,5,200000.0
Maruti,2015,120000.0,Petrol,Individual,Manual,Second Owner,6.636304489264802,1196.0,73.0,5,315000.0
Maruti,2004,110000.0,Petrol,Individual,Manual,Third Owner,5.177664974619289,796.0,46.3,5,90000.0
Maruti,2007,70000.0,Petrol,Individual,Manual,Second Owner,5.396825396825397,1061.0,67.0,5,120000.0
Maruti,2006,168000.0,Petrol,Individual,Manual,Second Owner,5.396825396825397,998.0,67.1,5,90000.0
Mahindra,2018,30000.0,Diesel,Individual,Manual,First Owner,5.5,2179.0,140.0,7,1500000.0
Hyundai,2015,60000.0,Diesel,Individual,Manual,First Owner,3.6666666666666665,1120.0,70.0,5,370000.0
Maruti,2016,131111.0,Diesel,Individual,Manual,First Owner,3.492063492063492,1248.0,74.0,5,595000.0
Mahindra,2007,120000.0,Diesel,Individual,Manual,Second Owner,4.583333333333334,1461.0,65.0,5,150000.0
Maruti,2012,58400.0,Diesel,Individual,Manual,Second Owner,4.559585492227979,1248.0,73.9,5,400000.0
Maruti,2016,23400.0,Petrol,Individual,Manual,Second Owner,4.258872651356993,998.0,67.1,5,310000.0
Maruti,2018,50000.0,Petrol,Individual,Manual,First Owner,4.415584415584416,998.0,67.04,5,385000.0
Mahindra,2014,90000.0,Diesel,Individual,Manual,First Owner,5.827814569536424,2179.0,140.0,7,750000.0
Hyundai,2019,3010.0,Petrol,Individual,Automatic,First Owner,5.024630541871921,1086.0,68.0,5,521000.0
Tata,2010,80000.0,Diesel,Individual,Manual,First Owner,4.166666666666667,1248.0,88.8,5,180000.0
Ford,2011,155000.0,Diesel,Individual,Manual,Second Owner,4.943820224719101,1399.0,68.0,5,220000.0
Maruti,1998,70000.0,Petrol,Individual,Manual,Second Owner,6.335403726708074,796.0,37.0,4,40000.0
Hyundai,2018,4000.0,Petrol,Individual,Manual,First Owner,5.396825396825397,1197.0,81.86,5,540000.0
Maruti,2007,35000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,140000.0
Maruti,2003,121000.0,Petrol,Individual,Manual,First Owner,5.895953757225433,993.0,60.0,5,200000.0
Ford,2015,110000.0,Diesel,Individual,Manual,Second Owner,3.864734299516908,1498.0,98.59,5,650000.0
Ford,2010,170000.0,Diesel,Individual,Manual,Second Owner,4.943820224719101,1399.0,68.0,5,229999.0
Maruti,2010,175000.0,Diesel,Individual,Manual,Third Owner,4.943820224719101,1248.0,75.0,5,305000.0
Mahindra,2018,30000.0,Diesel,Individual,Manual,First Owner,5.5,1997.0,140.0,7,1400000.0
Ford,2008,163000.0,Diesel,Individual,Manual,First Owner,4.943820224719101,1399.0,68.0,5,200000.0
Ford,2008,163000.0,Diesel,Individual,Manual,First Owner,4.943820224719101,1399.0,68.0,5,200000.0
Mahindra,2010,77088.0,Diesel,Individual,Manual,First Owner,6.285714285714286,2489.0,95.0,8,465000.0
others,2011,110000.0,Diesel,Individual,Manual,Third Owner,3.812824956672444,1461.0,63.1,5,210000.0
Mahindra,2016,136511.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,7,570000.0
Maruti,2015,80000.0,Petrol,Individual,Manual,First Owner,6.367041198501872,1373.0,93.7,7,570000.0
Maruti,2015,60000.0,Petrol,Individual,Manual,First Owner,6.367041198501872,1373.0,93.7,7,650000.0
Maruti,2016,36000.0,Petrol,Individual,Manual,First Owner,4.892086330935252,1197.0,83.14,5,620000.0
Maruti,2012,65000.0,Petrol,Individual,Manual,Second Owner,5.396825396825397,998.0,67.1,5,250000.0
BMW,2011,50000.0,Diesel,Individual,Automatic,First Owner,5.161290322580645,1995.0,184.0,5,1000000.0
Maruti,2012,60000.0,others,Individual,Manual,First Owner,3.2442748091603053,998.0,58.2,5,300000.0
others,2013,82500.0,Diesel,Individual,Manual,First Owner,4.334975369458128,1248.0,75.0,5,300000.0
Ford,2018,30000.0,Diesel,Individual,Manual,Second Owner,3.8260869565217392,1498.0,98.96,5,810000.0
Chevrolet,2011,100000.0,Diesel,Individual,Manual,Third Owner,4.808743169398907,1991.0,147.9,5,270000.0
Maruti,2015,70000.0,Diesel,Individual,Manual,Second Owner,3.3095148552087252,1248.0,74.0,5,470000.0
Tata,2017,85000.0,Diesel,Individual,Manual,First Owner,4.261501210653753,1248.0,88.7,5,400000.0
Maruti,2014,60000.0,Petrol,Individual,Manual,Second Owner,4.973183812774256,998.0,67.04,5,300000.0
Maruti,2015,20000.0,Petrol,Individual,Manual,Third Owner,4.485488126649077,796.0,47.3,5,170000.0
Renault,2014,80000.0,Diesel,Individual,Manual,First Owner,4.629142556549184,1461.0,108.45,5,455999.0
Mahindra,2009,100000.0,Diesel,Individual,Manual,Second Owner,6.76923076923077,2489.0,95.0,8,121000.0
Maruti,2016,80000.0,Diesel,Individual,Manual,Second Owner,3.6213991769547325,1248.0,88.5,5,650000.0
Tata,2017,35000.0,Petrol,Individual,Manual,First Owner,5.805350028457598,1193.0,88.7,5,350000.0
Chevrolet,2013,139000.0,Diesel,Individual,Manual,First Owner,3.4591194968553456,936.0,57.6,5,125000.0
Maruti,2005,90000.0,Petrol,Individual,Automatic,Second Owner,5.177664974619289,796.0,46.3,5,80000.0
Maruti,2009,120000.0,Petrol,Individual,Manual,First Owner,6.071428571428571,796.0,34.2,8,120000.0
Honda,2008,100000.0,Petrol,Individual,Manual,First Owner,5.762711864406779,1497.0,78.0,5,250000.0
Volkswagen,2011,90000.0,Diesel,Individual,Manual,First Owner,4.284323271665044,1598.0,103.6,5,225000.0
Mahindra,2007,105000.0,Diesel,Individual,Manual,Second Owner,6.470588235294118,2523.0,63.0,7,215000.0
Hyundai,2017,40000.0,Diesel,Individual,Manual,Second Owner,3.4645669291338583,1186.0,73.97,5,450000.0
Hyundai,2017,90000.0,Petrol,Individual,Manual,First Owner,5.06454816285998,1197.0,81.86,5,509999.0
Maruti,2015,36710.0,Petrol,Individual,Manual,Second Owner,4.485488126649077,796.0,47.3,5,245000.0
Mahindra,2018,50000.0,Diesel,Individual,Manual,First Owner,3.74468085106383,909.0,45.0,8,400000.0
Maruti,2016,28180.0,Diesel,Dealers,Manual,First Owner,3.7209302325581395,1248.0,88.5,5,620000.0
Maruti,2017,44000.0,Diesel,Dealers,Manual,First Owner,3.7209302325581395,1248.0,88.5,5,650000.0
Tata,2019,15000.0,Diesel,Individual,Manual,First Owner,5.176470588235294,1956.0,138.1,5,1700000.0
others,2019,4000.0,Petrol,Individual,Manual,First Owner,5.172413793103449,1198.0,67.0,7,590000.0
Maruti,2014,30000.0,Diesel,Individual,Manual,First Owner,3.793103448275862,1248.0,73.94,5,370000.0
Maruti,2013,15000.0,Petrol,Individual,Manual,First Owner,5.483870967741935,1197.0,85.8,5,350000.0
Maruti,2017,20000.0,Petrol,Individual,Manual,First Owner,4.766355140186916,1197.0,83.1,5,580000.0
Hyundai,2018,56000.0,Petrol,Individual,Manual,First Owner,5.396825396825397,1197.0,81.86,5,450000.0
Hyundai,2017,19000.0,Petrol,Individual,Manual,First Owner,5.933682373472949,1197.0,81.86,5,600000.0
Ford,2016,30000.0,Diesel,Individual,Automatic,First Owner,6.973058637083994,2198.0,158.0,7,2400000.0
Hyundai,2017,70000.0,Petrol,Individual,Manual,First Owner,5.483870967741935,1197.0,81.83,5,450000.0
Tata,2009,30000.0,Diesel,Individual,Manual,First Owner,4.609743321110529,1396.0,69.0,5,150000.0
Maruti,2019,15000.0,Petrol,Individual,Manual,First Owner,6.636304489264802,1196.0,73.0,5,400000.0
Maruti,2013,85000.0,Petrol,Individual,Manual,First Owner,4.485488126649077,796.0,47.3,5,185000.0
Maruti,2018,50000.0,Petrol,Individual,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,625000.0
Hyundai,2019,20000.0,Petrol,Individual,Manual,First Owner,5.933682373472949,1197.0,81.86,5,700000.0
Maruti,2017,25000.0,Petrol,Individual,Manual,First Owner,4.973183812774256,998.0,67.04,5,390000.0
Tata,2018,25000.0,Petrol,Individual,Manual,First Owner,6.0,1198.0,108.5,5,625000.0
Maruti,2014,50000.0,Petrol,Individual,Manual,First Owner,5.340314136125654,1197.0,85.8,5,400000.0
Hyundai,2011,150000.0,Diesel,Individual,Manual,others,3.8260869565217392,1396.0,90.0,5,380000.0
Toyota,2009,90000.0,Petrol,Individual,Automatic,First Owner,7.019958706125258,1794.0,138.1,5,400000.0
Tata,2019,100000.0,Petrol,Individual,Manual,First Owner,5.805350028457598,1193.0,88.7,5,620000.0
Ford,2008,180000.0,Diesel,Individual,Manual,Second Owner,4.943820224719101,1399.0,67.0,5,190000.0
Maruti,2013,50000.0,Petrol,Individual,Manual,Second Owner,4.485488126649077,796.0,47.3,5,210000.0
Maruti,2012,80000.0,Diesel,Individual,Manual,Third Owner,3.793103448275862,1248.0,73.94,5,270000.0
Maruti,1999,100000.0,Petrol,Individual,Manual,Third Owner,5.895953757225433,993.0,60.0,5,45000.0
Hyundai,2014,93000.0,Petrol,Individual,Manual,Second Owner,4.834123222748815,814.0,55.2,5,220000.0
Mahindra,2014,11500.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,63.0,9,550000.0
Hyundai,2013,120000.0,Petrol,Individual,Manual,First Owner,5.513513513513514,1197.0,82.85,5,370000.0
Hyundai,2006,100000.0,Petrol,Individual,Automatic,Second Owner,5.691964285714286,1086.0,62.1,5,95000.0
Mahindra,2015,50000.0,Diesel,Individual,Manual,First Owner,5.88628762541806,2489.0,93.7,9,650000.0
Honda,2012,120000.0,Petrol,Individual,Manual,First Owner,6.071428571428571,1497.0,116.3,5,550000.0
Ford,2010,100000.0,Diesel,Individual,Manual,Second Owner,4.943820224719101,1399.0,68.0,5,225000.0
Maruti,2004,57000.0,Petrol,Individual,Manual,Second Owner,6.335403726708074,796.0,37.0,4,40000.0
Hyundai,2016,60000.0,Petrol,Individual,Manual,First Owner,4.834123222748815,814.0,55.2,5,280000.0
Ford,2017,44077.0,Petrol,Dealers,Automatic,First Owner,5.996472663139329,1499.0,110.5,5,570000.0
Maruti,2017,90000.0,Petrol,Individual,Manual,Second Owner,4.129554655870446,796.0,47.3,5,290000.0
Hyundai,2018,50000.0,Diesel,Individual,Manual,Second Owner,4.1529023124115145,1396.0,88.73,5,720000.0
Ford,2017,60000.0,Diesel,Individual,Manual,First Owner,3.864734299516908,1498.0,98.59,5,800000.0
Hyundai,2012,20000.0,Petrol,Individual,Manual,Third Owner,5.1489146895507325,1086.0,68.05,5,265000.0
Maruti,2010,90000.0,Petrol,Individual,Manual,Third Owner,5.177664974619289,796.0,46.3,5,135000.0
Ford,2016,70000.0,Diesel,Individual,Manual,Second Owner,3.4068912117692607,1498.0,99.0,5,350000.0
Chevrolet,2016,80000.0,Diesel,Individual,Manual,First Owner,4.835164835164835,1248.0,73.74,8,490000.0
Hyundai,2012,72000.0,Diesel,Individual,Manual,Second Owner,3.942652329749104,1582.0,126.32,5,450000.0
Mahindra,2016,50000.0,Diesel,Individual,Manual,First Owner,5.7142857142857135,1997.0,120.0,7,950000.0
Maruti,2012,90000.0,Petrol,Individual,Manual,Second Owner,5.828571428571428,1298.0,85.8,5,355000.0
Hyundai,2019,17000.0,Petrol,Individual,Manual,First Owner,5.483870967741935,1197.0,81.86,5,700000.0
Mahindra,2012,70000.0,Diesel,Individual,Manual,First Owner,7.3029045643153525,2179.0,120.0,8,459999.0
Volkswagen,2012,74000.0,Diesel,Individual,Manual,Second Owner,3.9873130946986857,1199.0,73.9,5,350000.0
Maruti,2006,60000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,85000.0
Maruti,2016,15000.0,Petrol,Individual,Manual,First Owner,4.485488126649077,796.0,47.3,5,290000.0
Honda,2019,72000.0,Diesel,Individual,Manual,First Owner,3.450980392156863,1498.0,98.6,5,1000000.0
Tata,2008,25000.0,Petrol,Individual,Manual,Second Owner,6.0570071258907365,1193.0,64.4,5,85000.0
Maruti,2003,114000.0,Petrol,Individual,Manual,First Owner,5.177664974619289,796.0,46.3,5,65000.0
Honda,2005,120000.0,Petrol,Individual,Manual,First Owner,7.846153846153847,1493.0,100.0,5,75000.0
Skoda,2003,250000.0,Diesel,Individual,Manual,Second Owner,4.705882352941177,1896.0,66.0,5,100000.0
Tata,2009,55768.0,Diesel,Individual,Manual,First Owner,5.176470588235294,1405.0,71.0,5,170000.0
Hyundai,2017,40000.0,Petrol,Individual,Automatic,First Owner,5.396825396825397,1197.0,81.86,5,525000.0
Maruti,2020,70000.0,Petrol,Individual,Manual,Second Owner,4.681046351537403,998.0,67.05,5,265000.0
Tata,2018,50000.0,Petrol,Individual,Manual,First Owner,5.024630541871921,1199.0,84.0,5,459999.0
Maruti,2017,20000.0,Petrol,Individual,Manual,First Owner,4.258872651356993,998.0,67.05,5,250000.0
Maruti,2013,70000.0,Diesel,Individual,Manual,Second Owner,3.7606837606837606,1248.0,74.0,5,395000.0
Hyundai,2014,60000.0,Petrol,Individual,Manual,First Owner,5.396825396825397,1197.0,82.0,5,375000.0
Tata,2009,120000.0,Diesel,Individual,Manual,First Owner,5.176470588235294,1405.0,71.0,5,120000.0
Maruti,2011,110000.0,Diesel,Individual,Manual,Second Owner,4.170616113744075,1248.0,73.9,5,290000.0
Tata,2017,60000.0,Petrol,Individual,Manual,First Owner,4.278523489932886,1199.0,84.0,5,409999.0
Chevrolet,2009,30000.0,Petrol,Individual,Manual,First Owner,6.181818181818182,995.0,63.0,5,200000.0
Skoda,2018,35000.0,Diesel,Individual,Manual,First Owner,4.16469474680549,1498.0,108.6,5,900000.0
Maruti,2003,50000.0,Petrol,Individual,Manual,Third Owner,6.335403726708074,796.0,37.0,4,50000.0
Renault,2012,100000.0,Diesel,Individual,Manual,First Owner,4.629142556549184,1461.0,108.45,5,450000.0
Mahindra,2012,80000.0,Diesel,Individual,Manual,Third Owner,5.827814569536424,2179.0,140.0,7,650000.0
Volkswagen,2014,84000.0,Diesel,Individual,Manual,Second Owner,4.369414101290963,1498.0,88.5,5,300000.0
Ford,2014,60000.0,Diesel,Individual,Manual,First Owner,3.51859256297481,1498.0,89.75,5,425000.0
Maruti,1998,50000.0,Petrol,Individual,Manual,Second Owner,5.895953757225433,993.0,60.0,5,55000.0
Hyundai,2011,60000.0,Petrol,Individual,Manual,Second Owner,5.009823182711199,1197.0,78.9,5,200000.0
Mahindra,2015,100000.0,Diesel,Individual,Manual,First Owner,5.5,2179.0,140.0,7,975000.0
Mahindra,2013,70000.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,7,450000.0
Mahindra,2014,82500.0,Diesel,Individual,Manual,Second Owner,5.513784461152882,2523.0,62.1,7,600000.0
Mahindra,2014,76000.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,9,550000.0
Tata,2011,87000.0,Diesel,Individual,Manual,First Owner,4.888888888888888,1248.0,75.0,5,180000.0
Mahindra,2010,120000.0,Diesel,Individual,Manual,First Owner,6.285714285714286,2498.0,112.0,7,300000.0
Tata,2016,70000.0,Petrol,Individual,Manual,Second Owner,5.805350028457598,1193.0,88.7,5,350000.0
Maruti,2014,90000.0,Diesel,Individual,Manual,First Owner,3.7606837606837606,1248.0,74.0,5,465000.0
Tata,2010,188000.0,Diesel,Individual,Manual,Second Owner,4.166666666666667,1248.0,88.8,5,200000.0
Chevrolet,2014,120000.0,Diesel,Individual,Manual,Second Owner,4.835164835164835,1248.0,73.8,8,350000.0
Honda,2015,80000.0,Petrol,Individual,Manual,First Owner,5.862068965517242,1497.0,117.3,5,650000.0
Hyundai,2010,123278.0,Petrol,Individual,Manual,Second Owner,5.009823182711199,1197.0,78.9,5,150000.0
Honda,2014,100000.0,Diesel,Individual,Manual,Second Owner,3.384615384615385,1498.0,98.6,5,560000.0
Hyundai,2015,90000.0,Diesel,Individual,Manual,First Owner,4.1529023124115145,1396.0,88.73,5,625000.0
Ford,2012,110000.0,Diesel,Individual,Manual,First Owner,4.4,1399.0,68.0,5,220000.0
Ford,2013,110000.0,Diesel,Individual,Manual,First Owner,4.4,1399.0,68.1,5,250000.0
Tata,2018,70000.0,Diesel,Individual,Manual,First Owner,4.261501210653753,1248.0,88.7,5,575000.0
Mahindra,2015,65000.0,Diesel,Individual,Manual,First Owner,5.827814569536424,2179.0,140.0,7,1050000.0
others,2015,70000.0,Diesel,Individual,Automatic,Second Owner,5.378973105134475,2179.0,187.7,5,3000000.0
Tata,2012,90000.0,Diesel,Individual,Manual,Third Owner,7.605877268798617,2179.0,138.1,7,200000.0
Maruti,2016,50000.0,Petrol,Individual,Manual,First Owner,4.485488126649077,796.0,47.3,5,262000.0
Hyundai,2018,33000.0,Petrol,Individual,Manual,First Owner,4.834123222748815,814.0,55.2,5,299000.0
Maruti,2015,26500.0,Petrol,Individual,Manual,First Owner,4.485488126649077,796.0,47.3,5,250000.0
Hyundai,2011,60000.0,Petrol,Individual,Manual,others,5.691964285714286,1086.0,62.1,5,140000.0
Maruti,2013,70000.0,Diesel,Individual,Manual,Third Owner,3.7606837606837606,1248.0,74.0,5,360000.0
others,2015,80000.0,Petrol,Individual,Manual,First Owner,4.944255937954435,1198.0,67.06,5,210000.0
Hyundai,2017,60000.0,Diesel,Individual,Manual,First Owner,3.904170363797693,1396.0,88.73,5,600000.0
Skoda,2011,100000.0,Diesel,Individual,Manual,First Owner,4.512820512820513,1199.0,75.0,5,210000.0
Volkswagen,2011,80000.0,Diesel,Individual,Manual,Second Owner,4.284323271665044,1598.0,103.6,5,300000.0
Hyundai,2016,35000.0,Petrol,Individual,Manual,First Owner,5.396825396825397,1197.0,82.0,5,450000.0
Ford,2018,35000.0,Diesel,Individual,Automatic,First Owner,8.065994500458295,3198.0,197.0,7,3200000.0
Hyundai,2019,10000.0,Petrol,Individual,Manual,First Owner,5.396825396825397,1197.0,81.86,5,550000.0
Tata,2011,80000.0,Diesel,Individual,Manual,First Owner,4.888888888888888,1248.0,75.0,5,100000.0
Hyundai,2012,50000.0,Petrol,Individual,Manual,Second Owner,4.834123222748815,814.0,55.2,5,185000.0
Maruti,2006,90000.0,Petrol,Individual,Manual,Second Owner,5.895953757225433,1061.0,64.0,5,80000.0
Maruti,2017,80000.0,Petrol,Individual,Manual,First Owner,4.129554655870446,796.0,47.3,5,295000.0
Renault,2017,25000.0,Petrol,Individual,Manual,First Owner,4.432855280312907,999.0,67.0,5,360000.0
Maruti,2014,70000.0,Petrol,Individual,Manual,First Owner,4.875717017208413,998.0,67.1,5,210000.0
Hyundai,2019,80000.0,Petrol,Individual,Automatic,First Owner,5.862068965517242,1197.0,81.86,5,585000.0
Volkswagen,2016,50000.0,Diesel,Individual,Manual,First Owner,4.369414101290963,1498.0,88.7,5,560000.0
Honda,2015,70000.0,Diesel,Individual,Manual,First Owner,3.384615384615385,1498.0,98.6,5,600000.0
others,2017,60000.0,Petrol,Individual,Manual,First Owner,4.944255937954435,1198.0,67.0,5,330000.0
Hyundai,2019,15000.0,Petrol,Individual,Manual,First Owner,6.0,1591.0,121.3,5,990000.0
Toyota,2012,90000.0,Diesel,Individual,Manual,First Owner,3.7303942348452734,1364.0,67.1,5,300000.0
Tata,2018,28000.0,Petrol,Individual,Manual,First Owner,6.0,1198.0,108.5,5,650000.0
Hyundai,2019,20000.0,Petrol,Individual,Automatic,First Owner,5.862068965517242,1197.0,81.86,5,695000.0
Hyundai,2014,60000.0,Diesel,Individual,Manual,First Owner,3.6666666666666665,1120.0,70.0,5,300000.0
Maruti,2015,22000.0,Petrol,Individual,Manual,First Owner,4.485488126649077,796.0,47.3,5,270000.0
Tata,2010,70000.0,Diesel,Individual,Manual,Second Owner,7.605877268798617,2179.0,138.1,7,185000.0
Chevrolet,2013,80000.0,Diesel,Individual,Manual,First Owner,3.981900452488688,1248.0,76.9,5,200000.0
Maruti,2019,35000.0,others,Individual,Manual,First Owner,3.195488721804511,998.0,58.16,5,459999.0
Tata,2018,60000.0,Diesel,Individual,Manual,First Owner,4.093023255813954,1497.0,108.5,5,860000.0
Tata,2018,20000.0,Petrol,Individual,Manual,First Owner,4.278523489932886,1199.0,84.0,5,400000.0
Maruti,2013,142000.0,Diesel,Individual,Manual,Second Owner,3.793103448275862,1248.0,73.94,5,240000.0
Maruti,2015,72000.0,Diesel,Individual,Manual,First Owner,3.3095148552087252,1248.0,74.0,5,570000.0
Ford,2018,90000.0,Diesel,Individual,Manual,First Owner,3.8260869565217392,1498.0,98.96,5,850000.0
Ford,2011,80000.0,Diesel,Individual,Manual,Third Owner,4.4,1399.0,68.0,5,155000.0
Hyundai,2011,125000.0,Diesel,Individual,Manual,First Owner,3.8260869565217392,1396.0,90.0,5,270000.0
Maruti,2015,33000.0,Petrol,Individual,Manual,First Owner,4.92040520984081,1373.0,91.1,5,610000.0
Hyundai,2015,50000.0,Diesel,Individual,Manual,First Owner,4.473817996949669,1582.0,126.2,5,1000000.0
Mahindra,2012,120000.0,Diesel,Individual,Manual,Second Owner,7.3029045643153525,2179.0,120.0,9,450000.0
Hyundai,2018,35000.0,Diesel,Individual,Manual,First Owner,3.4645669291338583,1186.0,73.97,5,500000.0
Honda,2018,43000.0,Diesel,Individual,Manual,First Owner,3.211678832116789,1498.0,98.63,5,700000.0
Maruti,2007,60000.0,Petrol,Individual,Manual,First Owner,5.177664974619289,796.0,46.3,5,135000.0
Mahindra,2012,148000.0,Diesel,Individual,Manual,Second Owner,7.3029045643153525,2179.0,120.0,9,430000.0
Hyundai,2014,70000.0,Diesel,Individual,Manual,Second Owner,3.942652329749104,1582.0,126.32,5,625000.0
others,2011,96000.0,Petrol,Individual,Manual,First Owner,6.017699115044247,1498.0,97.7,5,280000.0
Mahindra,2015,70000.0,Diesel,Individual,Manual,First Owner,5.7142857142857135,1997.0,120.0,7,800000.0
Maruti,2012,70000.0,Diesel,Individual,Manual,Second Owner,3.793103448275862,1248.0,73.94,5,220000.0
Maruti,2017,18484.0,Petrol,Individual,Manual,First Owner,4.8827190043082815,1197.0,81.8,5,620000.0
Tata,2011,70000.0,Diesel,Individual,Manual,First Owner,6.317300789662599,2179.0,138.03,7,300000.0
Maruti,2010,25000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,180000.0
Volkswagen,2013,120000.0,Diesel,Individual,Manual,Third Owner,3.9873130946986857,1199.0,73.9,5,250000.0
Maruti,2017,55000.0,Petrol,Individual,Manual,First Owner,4.892086330935252,1197.0,83.14,5,480000.0
